,Word,Tweets
0,dont,"ELLIPTICAL ORBIT💫🪐⚡️⚡️ 1/1 NFT listed in DIVERSE METAVERSE collection! Floor price 0.01Eth, dont miss these unique artwork pieces👽💫

https://t.co/pZflWdOvgk

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #animation https://t.co/snrCrCOSGI"
1,dont,"❤️‍🔥 DIVERSE METAVERSE 1/1 NFT !!! 💀
 
'Bitch dont kill my vibe' listed on @opensea

 👽🛸👽

 ✍️ 0.012Eth #PolygonNFTs  

🔗https://t.co/IOQgtARqci
#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop #NFTCollection https://t.co/dPZJvKsBSx"
2,dont,"ELLIPTICAL ORBIT💫🪐⚡️⚡️ 1/1 NFT listed in DIVERSE METAVERSE collection! Floor price 0.01Eth, dont miss these unique artwork pieces👽💫

https://t.co/pZflWdOvgk

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #animation https://t.co/snrCrCOSGI"
3,dont,"ELLIPTICAL ORBIT💫🪐⚡️⚡️ 1/1 NFT listed in DIVERSE METAVERSE collection! Floor price 0.01Eth, dont miss these unique artwork pieces👽💫

https://t.co/pZflWdOvgk

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #animation https://t.co/snrCrCOSGI"
4,dont,"❤️‍🔥 DIVERSE METAVERSE 1/1 NFT !!! 💀
 
'Bitch dont kill my vibe' listed on @opensea

 👽🛸👽

 ✍️ 0.012Eth #PolygonNFTs  

🔗https://t.co/IOQgtARqci
#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop #NFTCollection https://t.co/dPZJvKsBSx"
0,community,"NFT Holders of the DIVERSE METAVERSE / GALAXY GIRLZ collection... check your hidden 👀 I have sent you a 1/1 'Self reflection'❤️‍🔥 anyone who purchases an NFT today, receives this rare 1/1  piece ❤️‍🔥 #nftcommunity #WomenInNFTs #nftholders #NFTdrop https://t.co/TRVG3Tgf91"
1,community,"@PeNatalie Hi! We’re Take Up Space, a global collective that helps to unlock your inner Changemaker. 

At 0.08ETH, a Changemaker NFT is a lifetime membership to curriculum-based leadership training, mentors &amp; the most diverse &amp; inclusive community in web3. 10% of mint goes to BIPOC LGBTQ🏳️‍🌈 https://t.co/naffeCAEyi"
2,community,"2/ We contacted that person and yes. First 0.3 ETH was paid to become part of an ""alpha group"" and then an NFT had to be transferred to whitelist the address in the Discord. All complete lies of course, abusing the trust of new members of the NFT community. https://t.co/9GpMQ4PRdc"
3,community,"5/ There is an 80%/20% split of the mint profits: 80% goes directly to the team (to pay all their staff, “ambassadors”, etc.) and 20% goes to a community pot. Even though it was marked as “fake news”, a Discord message and recording shows otherwise https://t.co/hztXbSW3kw https://t.co/UBzguUxSMJ"
4,community,"The result? Every single TUS community member (or as we call them, Changemakers) is empowered to create change and become a leader in web3 and beyond. ✊🏼✊🏽✊🏾✊🏿

The utility is becoming the BEST version of yourself. 

Alongside the most diverse &amp; inclusive community in web3."
0,member,16/ We also have confirmation from multiple sources that the @NFT team and the Squiggles team (a team involved in many rugs) exchanged “staff members” (via Luxury Equities by Ali S. and Gavin M.) so it’s all far less innocent and much more connected/orchestrated than it looks.
1,member,"2/ All the team members from MetaMansionsNFT are coming from Canada, but on the KeyLead website Dubai, UAE is clearly mentioned as the key location next to Vancouver, Canada (right-bottom corner). https://t.co/NKMg34spGO"
2,member,"The result? Every single TUS community member (or as we call them, Changemakers) is empowered to create change and become a leader in web3 and beyond. ✊🏼✊🏽✊🏾✊🏿

The utility is becoming the BEST version of yourself. 

Alongside the most diverse &amp; inclusive community in web3."
3,member,"3/ Fun fact: Katie Haun received an NFT as a birthday gift from Elena Silenok, who is also quite active in the NFT space and the wife of a16z's Chris Dixon. Katie Haun is also still a board member of both OpenSea and Coinbase (as is Dixon, there are deep ties between a16z &amp; CB) https://t.co/GBfzLD8okf"
4,member,"@PeNatalie Hi! We’re Take Up Space, a global collective that helps to unlock your inner Changemaker. 

At 0.08ETH, a Changemaker NFT is a lifetime membership to curriculum-based leadership training, mentors &amp; the most diverse &amp; inclusive community in web3. 10% of mint goes to BIPOC LGBTQ🏳️‍🌈 https://t.co/naffeCAEyi"
0,project,"@SerpentAU Our comment was to highlight a general issue that many might not be aware of. This is less/not of an issue for legitimate projects, but if you own art from a ""scam project"" that doesn't care about the project long-term, it is possible that you can technically ""lose"" your NFT."
1,project,"Finally. We literally have thousands of DMs, but were never able to search for any specific information in all those DMs which makes research unnecessarily tedious. Good news for us, but less so for all the people &amp; projects that are about to be exposed.
https://t.co/AGxvMmj6Wg"
2,project,"Just a quick retweet from the same group that created the Squiggles document. They also claim that @YogiesNFT that is minting in a couple of hours is a project/rug by the Squiggles team and have compiled a 171 document with proof/evidence.

https://t.co/oxPgixQoCQ"
3,project,"10/ Let’s look at @ApesinSpaceNFT, a project by @1YoungTakeoff (who purchased a CryptoPunk with the profit that he made), what was shilled so much by @NFT that they even changed their profile picture into a Space Ape. https://t.co/Dvva14GGMh"
4,project,"PixelSaurus! The RAWRsome Dinosaur #NFT project!

✅ Over 700+ diverse &amp; inclusive designs!
✅ Embraces disability &amp; mental health!
✅ Over 3+ ETH in #NFTs traded! 📈
✅ VERIFIED #OpenSeaNFT account!

ADOPT your PixelSaur...👇
🦖 https://t.co/hJuV9uxwXc
🦕 https://t.co/jk61Izkks4 https://t.co/dK4im02zud"
0,trust,"12/ We also don’t want to punish people who happened to be “fortunate” enough to discover the NFT space first, but we need to be able to trust the people that are currently so influential in this space based on their actions (read: blockchain behavior)."
1,trust,@blawgchain @SuperRareLabs @SuperRare I'm a large holder of $RARE and I'm totally cool with it. I have my full trust in the team and for me that's the biggest reason I haven't sold and actually bought more in addition to my airdrop. I'm happy to just chill and let them take the wheel; interests aligned.
2,trust,"❓❓❓ How does TrustVibes app work?

Blockchain is becoming widely used technology for systems that require trust, and #TrustVibes applies it. So it issued Trust token, which allows creators to generate revenue in TrustVibes in multiple ways.

 #NFT #Artist #Creators #Socialapp https://t.co/F1dgjxjjq7"
3,trust,"2/ We contacted that person and yes. First 0.3 ETH was paid to become part of an ""alpha group"" and then an NFT had to be transferred to whitelist the address in the Discord. All complete lies of course, abusing the trust of new members of the NFT community. https://t.co/9GpMQ4PRdc"
4,trust,"The least trustworthy people in this space are often also the most greedy and productive ones. The majority of (slow) rugs &amp; scams are created by repeat offenders who jump from project to project. And they continue to find new victims who are new &amp; naive.

https://t.co/ElH2kNiN7t"
0,discord,"62/ In the early days of the Larva Labs discord Channel, Beanie has told many things which we have now confirmed to be true. He revealed that he owned a real licensed casino company that was run by Owlman. https://t.co/PBqTZ7iqU4"
1,discord,"Did you know that your 2D #NFT #MetaRebels will also be available as a 3D Avatar that can be used in the #TrustVerse #Metaverse? 😮

@discord opening soon. 🔥
#TrustVibes $TRUST #Ethereum https://t.co/98he142ox7"
2,discord,"62/ In the early days of the Larva Labs discord Channel, Beanie has told many things which we have now confirmed to be true. He revealed that he owned a real licensed casino company that was run by Owlman. https://t.co/PBqTZ7iqU4"
3,discord,"If you are interested in our mentorship programme, where we match mentees with a diverse leader in their field - you can register through our discord:
https://t.co/A9djV0Bt2I

Mentors &amp; mentees all welcome! https://t.co/vwHxs68mgF"
4,discord,"62/ In the early days of the Larva Labs discord Channel, Beanie has told many things which we have now confirmed to be true. He revealed that he owned a real licensed casino company that was run by Owlman. https://t.co/PBqTZ7iqU4"
