,Word,Tweets
2,transparent,"It takes a lot to build an #NFTproject. Most of it happens behind the scenes.

When TUS was born 4 weeks ago, we made a conscious decision to build in public and be transparent.

Introducing our🤠WEEKLY ROUND-UP🤠👇🏻🧵

#communitybuilding #queerlednft #womenincrypto #nfts"
3,transparent,2/ We provided some info about a good person in the NFT space who is fully doxed and has been fully transparent. And still there was a little skeleton in the closet (not the drugs). You can imagine the graveyards that are hiding behind those that are not doxed and non-transparent
4,transparent,@littlelauchie Marketing doesn’t equate to inorganic growth imo - it’s a funny place because it changes so quickly what works one month won’t work the next but as long as you’re authentic and transparent about your practises (ie avoiding paid shills etc) you’re good
0,giveaway,30/ They recently had a giveaway but the wallets that they mentioned as being the winners of that giveaway were made-up wallet addresses – they don’t exist on the blockchain. https://t.co/6dO6ftTcFI
1,giveaway,"@tothemaxy We've done several giveaways and we always screenshot the transfers. It's important to be transparent - especially in the crypto / NFT world.
Below are examples from two of our winners, who can vouch we're one of the good guys: @Charls020 &amp; @curioso_DR. 💚🦕 https://t.co/uDceOEim0x"
2,giveaway,"@tothemaxy We've done several giveaways and we always screenshot the transfers. It's important to be transparent - especially in the crypto / NFT world.
Below are examples from two of our winners, who can vouch we're one of the good guys: @Charls020 &amp; @curioso_DR. 💚🦕 https://t.co/uDceOEim0x"
3,giveaway,30/ They recently had a giveaway but the wallets that they mentioned as being the winners of that giveaway were made-up wallet addresses – they don’t exist on the blockchain. https://t.co/6dO6ftTcFI
4,giveaway,"1/ We received quite a lot of requests to look at @metamansionsnft, which is minting later this week. The mint price alone (0.88 ETH) is already a red flag, but there are many more. They are doing a “giveaway” of 888 ETH (10% of the mint profit) but only when it sells out AND…"
0,nft,"Have a personal connection with your #NFT! Come mint a PixelSaurus Tri and add up to 3 traits via the same minting site / HODL the feature! 🦕🦖

Only 294 mints remain (out of 1005)!

💥 Diverse &amp; Inclusive!
💥 @OpenSea VERIFIED!

🔗 https://t.co/AibesNcvw9

#nfts #nftcommunity https://t.co/0n4CspHPak"
1,nft,"Gm Friends❤️
Great thanks to all follower💎
Proud to promote Diversity🙌
#TheGuardianMuses project
More 💯 #models on #opensea

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/HFHi01b86f"
2,nft,"More 1 year I working on
#TheGuardianMuses❤️❤️❤️
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/eACDd1HauK"
3,nft,"My kinda planet👀🌙👽

1/1 NFT in the DIVERSE METAVERSE 👀

https://t.co/RUUgqng8fI
#WomeninNFTs #NFT  #NFTs #NFTCommunity    #Metaverse #artist #nftcollectors https://t.co/iXy8GnUJAQ"
4,nft,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️093
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/U0cJ55qrF6 via @opensea"
